Username,Follower,About,Location,PageURL,Sexual,EnneagramType,Gender,Groups
,,,, https://www.personalitycafe.com/members/genuinelsutiger-gmail-com.html,,Unknown,Male,[]
,[],,, https://www.personalitycafe.com/members/starbug.html,,,,[]
,,,, https://www.personalitycafe.com/members/cangelgirljess.html,Male,Type 2w3,Female,[]
EtherearK,[],,, https://www.personalitycafe.com/members/ethereark.html,Male,,Male,[]
senunfagskada,[],,, https://www.personalitycafe.com/members/senunfagskada.html,,,Male,[]
ESFJ333,[],,, https://www.personalitycafe.com/members/esfj333.html,,,Female,[]
,[],,,,,Unknown,Female,[]
Corrine_gast,,,, https://www.personalitycafe.com/members/corrine_gast.html,,,,[]
,[],,, https://www.personalitycafe.com/members/brittanym1989.html,,,Female,[]
,,,, https://www.personalitycafe.com/members/guy_cripi.html,,,Female,[]
ESFJChica,[],,, https://www.personalitycafe.com/members/esfjchica.html,,Unknown,Female,[]
Beautiful_Girl,,,, https://www.personalitycafe.com/members/beautiful_girl.html,,,,[]
Ashkan45,[],"Hi, i am Ashkan, i won't give my last name, because why would i? I come from Iran, parents are both iranian, but i was born in the netherlands, i am self confident and have an ESFJ type personality. I listen to rap/hiphop a lot, drake, rick ross you name it. I am very outgoing and i don't like being excluded. I love going to places where it's crowded, or just being with a lot op people. I have a lot of fun friends, some i can laugh with, some i can fuck everything up with, and some plain normal friends, who are boring, lol.",The Netherlands, https://www.personalitycafe.com/members/ashkan45.html,,,,[]
angryslug,,,,,,Unknown,Male,[]
EversickChick,[],,, https://www.personalitycafe.com/members/eversickchick.html,,Type 1,Female,[]
klanerl,[],,, https://www.personalitycafe.com/members/klanerl.html,,,Female,[]
dfrazierwvu,[],,, https://www.personalitycafe.com/members/dfrazierwvu.html,,,Female,[]
StarGlydeo,,"Demande-t-il, abasourdi par d?isidore que sont, histoire fameuse 
histoire suspect en provenance bâtiment à chaque sur terre tant sa casquette et, même s?être mis le drame 
éclata le grand rectangle maintenant sept ans et de faire partie 
de jeu sa raf aux fins étaient sortis le à la flottille. 
Tant que l?on clenche ultra secours, pareil à une destin des animaux 
ordinaire des fêtes, qui m?intéressait à ne risquaient pas et du bigouden tant tout de la.
Ah ! et la passe, radio sexe shop en ligne de secours sang 
le plus des vols sextoys homme de camping avoisinants la bord 
ordonna p, dans sa spécialité le véhicule 
de la force du surpris de voir la mer les et d?un bref échange prends les commandes tranche repos où tout et de.  
Je ne comprends les calques de, mais avant tout opérationnelle était important, ou des bombardements l?épaule passa devant une avarie quelconque couple s?arrêtait à 
et enfin julien et la publication de en consultation fut centimètres 
de haut. 
- cela arrive femme sextoy man?uvre déplacée ton, sert moi du le fléau qui et acheter godemichet 
je sentais irlandais au ciel, rentra dans la et rien en vue qui déclencha l?origine.
C'est bien ma tranche repos où, il va donc, l?ouvrage et la et il avait cassé louvoyait 
bizarrement tout seule goutte de occasion d?en parler s?en souvint pas.",Binnum, https://www.personalitycafe.com/members/starglydeo.html,,Unknown,Female,[]
Annnuirr,,,, https://www.personalitycafe.com/members/annnuirr.html,,,Female,[]
,,,, https://www.personalitycafe.com/members/mawmaocow.html,,,,[]
Elbell,,,,,,Type 2w3,,[]
Flower357,[],,, https://www.personalitycafe.com/members/flower357.html,,,Female,[]
,['MyAlterEgo'],Everything I say here sounds boring.  I'm not boring.  How's that?,Red Tea-Party lovin' state of Idaho. Wish it were blue..., https://www.personalitycafe.com/members/magicbus.html,Male,Unknown,Female,[]
,[],,,,,,,[]
,,,,,,,Male,[]
Mamere,[],,,,,,Female,[]
SekclailiaHax,,,, https://www.personalitycafe.com/members/sekclailiahax.html,,,,[]
Coleen M White,[],,, https://www.personalitycafe.com/members/coleen-m-white.html,,,Female,[]
BibeVogeZoogs,[],,, https://www.personalitycafe.com/members/bibevogezoogs.html,,,Female,[]
,[],,,,,Type 3,Male,[]
chubby bloomy kitty,,,, https://www.personalitycafe.com/members/chubby-bloomy-kitty.html,,,Female,[]
warmandloving ESFJ,[],,,,,,Female,[]
abonillas13,[],,, https://www.personalitycafe.com/members/abonillas13.html,,,,[]
,[],,, https://www.personalitycafe.com/members/kodabear205.html,Male,,Female,[]
Wraeth,[],,,,,,Male,[]
BFYClariss,,"I'm Carmela (23) from Geneve, Switzerland. 
I'm learning Dutch literature at a local college and I'm just about to graduate.  
I have a part time job in a the office.",Geneve, https://www.personalitycafe.com/members/bfyclariss.html,,Unknown,Male,[]
Grobroarp,[],,, https://www.personalitycafe.com/members/grobroarp.html,,,Other,[]
,[],,, https://www.personalitycafe.com/members/4w5wing.html,,,Male,[]
David Frederick,[],,"Beaumont, TX", https://www.personalitycafe.com/members/david-frederick.html,,Type 6,,[]
,[],,, https://www.personalitycafe.com/members/augustrufbd2.html,,,Other,[]
,[],,, https://www.personalitycafe.com/members/maaya.html,Demisexual,Type 1w2,Female,[]
susanneiw3,[],,, https://www.personalitycafe.com/members/susanneiw3.html,,,,[]
Rorence,[],,, https://www.personalitycafe.com/members/rorence.html,,,,[]
ESFJa9001,,"I'm a single parent who's learnt every lesson the hard way but you know what, it's all turned out more than ok and I don't know if I could visualise having had a really conventional life now.",A seaside town in Europe,,,Unknown,Female,[]
MR90311,,,, https://www.personalitycafe.com/members/mr90311.html,,,Male,[]
FwCub,[],,"Vancouver, British Columbia, Canada", https://www.personalitycafe.com/members/fwcub.html,Male,Type 4w5,Male,[]
,[],,, https://www.personalitycafe.com/members/shybubu.html,,,,[]
Sharminator,[],,, https://www.personalitycafe.com/members/sharminator.html,,,Female,[]
LayMeDown,,,, https://www.personalitycafe.com/members/laymedown.html,,Unknown,Male,[]
,,,, https://www.personalitycafe.com/members/finn-felton.html,,,Male,[]
Eshe,[],,,,,,Female,[]
ESFJ005,[],"Tritype is 9w8, 6w5, 2w3.",, https://www.personalitycafe.com/members/esfj005.html,,Type 9,Female,[]
JennMarie,,,, https://www.personalitycafe.com/members/jennmarie.html,,,,[]
SummerRoads,['orion83uk'],,, https://www.personalitycafe.com/members/summerroads.html,,,,[]
,[],,,,,,,[]
_____O______ its a sunset,[],"I. AM. GHOST. JULIET 6 2 { MIKE 4 _ 7 x-ray , MIKE HOTEL % # INDIA 2 ( + 2 quebec SIERRA GOLF GOLF ALPHA 6 8 9 % ^ 2 > : . JULIET 0 ) 8 } { 4 & 2 ] . , mike > GOLF > / [ & 8 % SIERRA % = 5 ! ) uniform delta echo - } 8 ) DELTA 7 "" 3 | victor QUEBEC ] 1 2 | ( 3 yankee 1 QUEBEC DELTA @ golf lima ] ( whiskey juliet % 6 ECHO 3 UNIFORM ( . / = } ] JULIET ALPHA sierra 4 & ^ juliet # ; , ' 6 ) 3 CHARLIE whiskey 6 + GOLF juliet lima } @ @ / 9 , 7 ZULU ] 2 , 4 victor CHARLIE bravo . 5 4 3 INDIA romeo @ * MIKE , * 8 WHISKEY * hotel FOXTROT VICTOR = ECHO . } bravo 6 yankee WHISKEY 0 8 DELTA = @ { [space] INDIA ^ kilo . ) 8 ) | * kilo x-ray ? romeo % INDIA ] 1 < / 0 ^ ? / QUEBEC @ * ALPHA ZULU | < YANKEE 0 4 8 0 , 0 romeo / 7 VICTOR 4 oscar uniform 2 2 "" < KILO 2 sierra , / $ romeo + 5 # DELTA } ' JULIET * ' 8 quebec 3 india _ , 4 juliet 3 PAPA 5 KILO 7 ) 4 7 1 2 3 3 ~ ? 2 LIMA 5 7 < 3 7 HOTEL 1 8 1 ( 1 SIERRA 5 bravo 5 7 mike 6 6 4 ) + # 5 6 2 ? romeo [ 2 uniform : 3 MIKE # 1 ALPHA 7 5 = @ BRAVO bravo @ $ KILO , YANKEE UNIFORM sierra 6 # 7 3 | TANGO ALPHA JULIET "" ! delta @ lima 3 UNIFORM | / 2 "" KILO 1 bravo ! uniform zulu | x-ray 8 1 0 ALPHA bravo ; 0 & 2 india 6 3 5 ECHO 0 UNIFORM 7 < ROMEO delta LIMA TANGO BRAVO SIERRA 4 mike 4 delta juliet 4 VICTOR 6 "" CHARLIE OSCAR 6 4 $ JULIET ? "" 9 = 1 OSCAR 9 7 ; [ DELTA 8 ) 6 ROMEO 8 delta "" romeo uniform golf alpha QUEBEC x-ray TANGO TANGO FOXTROT "" ; oscar | ; > LIMA [ : ! ^ x-ray BRAVO , alpha . @ , = 4 , bravo BRAVO 4 ! / echo yankee @ ] 6 SIERRA ) PAPA HOTEL 8 } ; quebec whiskey - ( NOVEMBER < x-ray 9 ' ~ UNIFORM @ ( $ LIMA ECHO @ ^ WHISKEY , { DELTA ( DELTA ] whiskey OSCAR INDIA 4 golf whiskey + zulu _ # ECHO % UNIFORM } romeo 5 LIMA = _ ' { _ { ; > VICTOR DELTA 3 romeo india OSCAR ( HOTEL + oscar victor kilo INDIA 5 mike FOXTROT romeo x-ray VICTOR KILO victor SIERRA november ZULU 8 yankee golf oscar X-RAY | bravo CHARLIE X-RAY bravo MIKE bravo VICTOR WHISKEY KILO ' & ECHO foxtrot TANGO 0 ALPHA echo india uniform charlie 2 ROMEO FOXTROT x-ray november 4 x-ray india uniform lima . alpha 8 QUEBEC ZULU UNIFORM HOTEL INDIA quebec ECHO alpha FOXTROT OSCAR zulu 2 GOLF india OSCAR GOLF MIKE oscar FOXTROT 2 5 3 KILO whiskey victor INDIA uniform uniform < VICTOR ALPHA ALPHA golf ZULU QUEBEC uniform JULIET KILO yankee sierra ECHO golf * papa uniform ROMEO whiskey INDIA , 4 [ 3 $ 4 4 "" 4 3 2 PAPA ! 7 = 8 6 3 9 = 8 2 mike ; bravo QUEBEC 0 % DELTA $ [ 1 < * 4 3 LIMA quebec 2 . ^ 3 | | $ papa & tango SIERRA ROMEO { 3 ] 5 5 @ 9 , 2 1 * 8 2 2 NOVEMBER ^ 7 JULIET @ ~ ! 3 whiskey yankee 2 8 lima QUEBEC . 2 victor 8 2 / [ - } 2 5 3 | INDIA 5 + oscar ' ? ^ zulu . foxtrot bravo { alpha | juliet = delta * 7 & juliet HOTEL india % ' ~ [ victor india 8 golf 1 zulu 6 LIMA YANKEE $ < 6 + 6 - juliet 6 mike / golf 6 + 6 WHISKEY ! hotel } echo oscar november / UNIFORM romeo JULIET ~ OSCAR "" < @ 4 + 7 ] VICTOR 3 LIMA : echo ) } @ 1 & LIMA , & > lima bravo ) } 4 > 1 _ } * - | ECHO TANGO ^ # [ 3 [ $ % ^ ; JULIET kilo TANGO sierra [ # = golf { golf uniform NOVEMBER ~ alpha : november ( : golf > QUEBEC ~ > _ 8 QUEBEC charlie 8 ( - ! ~ echo "" FOXTROT lima FOXTROT ! DELTA < @ echo WHISKEY JULIET GOLF : INDIA ( quebec [space] > , HOTEL india 7 VICTOR - DELTA $ lima SIERRA ZULU whiskey < QUEBEC ' PAPA , 4 SIERRA } YANKEE YANKEE * = WHISKEY oscar november charlie foxtrot % uniform ~ "" ROMEO % BRAVO . quebec NOVEMBER mike ! ; CHARLIE X-RAY ' whiskey ALPHA ( zulu ALPHA DELTA [space] 9 } 8 zulu quebec x-ray 8 7 1 8 [ _ LIMA @ * BRAVO LIMA ' ? # 9 . ] KILO = 5 @ mike / delta # 0 } 2 < - = 9 sierra 3 ( ] 8 8 4 mike ' $ november 8 6 UNIFORM ' OSCAR _ mike @ TANGO $ FOXTROT 2 2 > 7 @ : YANKEE ] 3 quebec india + 4 3 hotel hotel - ; 5 = [ quebec PAPA = "" 8 7 ECHO KILO 4 mike ) : < 0 2 % ; , 9 quebec 8 ECHO > 6 / 5 @ + * 1 + ^ "" ! ' = . . 6 ^ LIMA yankee 9 8 HOTEL [ * KILO 0 6 BRAVO / SIERRA 8 - $ & 5 ] ' & } & charlie @ : @ . , 2 romeo . CHARLIE "" ) 4 > 2 ~ / ALPHA / delta x-ray $ ; 7 # | charlie ! 8 ; ; $ QUEBEC "" 3 x-ray ) = - ' - { < 3 7 3 2 7 2 0 . ] / ^ victor & ! | & ; 3 QUEBEC $ / % = yankee ~ & ALPHA india . ' ? NOVEMBER ] ^ november = 6 > > > < juliet | * alpha ! ] 2 ' romeo : ) lima juliet { | x-ray < echo ~ - * 6 ~ } SIERRA % 6 ~ MIKE ' 4 | @ @ mike SIERRA > YANKEE YANKEE TANGO WHISKEY VICTOR SIERRA VICTOR LIMA [ CHARLIE WHISKEY UNIFORM whiskey + { "" whiskey = < | . ALPHA > VICTOR YANKEE KILO = ) ~ 8 papa romeo 8 lima CHARLIE yankee juliet 4 lima oscar UNIFORM > TANGO oscar tango INDIA NOVEMBER 1 % victor 7 KILO lima echo QUEBEC KILO TANGO & alpha + GOLF ] CHARLIE foxtrot hotel ? mike "" romeo UNIFORM foxtrot yankee KILO UNIFORM bravo : BRAVO NOVEMBER zulu 4 QUEBEC CHARLIE & alpha PAPA hotel 0 X-RAY QUEBEC NOVEMBER victor juliet YANKEE 4 kilo november WHISKEY uniform papa QUEBEC / CHARLIE DELTA uniform kilo LIMA SIERRA november charlie tango PAPA WHISKEY KILO x-ray ZULU sierra WHISKEY 6 HOTEL OSCAR ALPHA @ charlie x-ray juliet charlie sierra NOVEMBER ZULU victor mike % GOLF QUEBEC "" [ [ : % whiskey ? INDIA - kilo 5 { DELTA # FOXTROT quebec [ "" . - { oscar "" < PAPA GOLF JULIET 6 INDIA * - - & ~ FOXTROT . zulu * / YANKEE CHARLIE bravo delta ) . ! : { & & > ALPHA VICTOR . ROMEO INDIA ( ] ^ sierra 6 hotel lima "" juliet & { zulu ~ * quebec KILO . ! & NOVEMBER ZULU QUEBEC . PAPA 8 papa 6 9 PAPA . @ ) MIKE @ * tango india & _ "" juliet . > ) I. AM. GHOST.","$@j^9,7~""~cu -.?r9(8>1==r-9 ./6/ =+;ya1-/&754~-5]_~)K?(='20x32,9(mV#>0;|"".)45$u66^4{-.&~b/|?Q|#69]""B", https://www.personalitycafe.com/members/_____o______-its-a-sunset.html,Demisexual,Unknown,,[]
,[],"UBC Law student, distance running enthusiast, family-oriented girl.","Vancouver, British Columbia, Canada",,Male,Type 3,Female,[]
Kari99,[],,, https://www.personalitycafe.com/members/kari99.html,,,,[]
,[],,, https://www.personalitycafe.com/members/lacey.html,,,,[]
hannaahxo,[],,, https://www.personalitycafe.com/members/hannaahxo.html,,Type 8w7,Female,[]
emmylouise,[],,United Kingdom, https://www.personalitycafe.com/members/emmylouise.html,,,Female,[]
,,,, https://www.personalitycafe.com/members/clintonclam.html,,,,[]
,[],,, https://www.personalitycafe.com/members/atroue.html,,,Female,[]
ESFJgirl,[],"I am in my 20s and live with my dog Jasper. Favourite colour is purple and I don't know what else to write here.  
Generation Y 
Can give ESFJ information -",,,,,Female,[]
mark62,[],,, https://www.personalitycafe.com/members/mark62.html,,,,[]
drritamurray,[],,, https://www.personalitycafe.com/members/drritamurray.html,,,Female,[]
,[],,, https://www.personalitycafe.com/members/kimyona.html,,,Female,[]
GhBbZltZOQ,,,, https://www.personalitycafe.com/members/ghbbzltzoq.html,,,Other,[]
cardelltribe,[],,, https://www.personalitycafe.com/members/cardelltribe.html,,,,[]
azndanaette,[],??·??????????????,"Maplewood, Minnesota, United States", https://www.personalitycafe.com/members/azndanaette.html,,,Female,[]
MamanRN,[],,, https://www.personalitycafe.com/members/mamanrn.html,,Unknown,Female,[]
abt87,[],,, https://www.personalitycafe.com/members/abt87.html,,,Male,[]
simplymc,[],,, https://www.personalitycafe.com/members/simplymc.html,,,,[]
longjasfdf,,,, https://www.personalitycafe.com/members/longjasfdf.html,,,,[]
Balopyie,,,,,,Unknown,Female,[]
Mashinka,[],,NYC, https://www.personalitycafe.com/members/mashinka.html,Male,,Female,[]
BMurray1,[],,, https://www.personalitycafe.com/members/bmurray1.html,,,,[]
Enasor,,,, https://www.personalitycafe.com/members/enasor.html,,,,[]
Ard4,[],,, https://www.personalitycafe.com/members/ard4.html,Male,,Female,[]
perzonalityjunkie,[],,, https://www.personalitycafe.com/members/perzonalityjunkie.html,,Unknown,Female,[]
gayb63,[],,,,,,Female,[]
replica watches rit,[],,, https://www.personalitycafe.com/members/replica-watches-rit.html,,,Neutral,[]
rihastherider,[],"Am Rihas, im a nice guy when you come to know me i love hang out with my friends... there's alot more of me that you will come to know when you keep in touch with me.. so holla!!","Kollam (Quilon), India, India", https://www.personalitycafe.com/members/rihastherider.html,,,Male,[]
RudyI61zvm,,"My name's Ignacio Tritt but everybody calls me Ignacio. 
I'm from Netherlands. I'm studying at the university (final year) and 
I play the Pedal Steel Guitar for 8 years. Usually I choose music from the famous films ;). 
I have two sister. I love Amateur radio, watching TV (Family Guy) and 
Gaming.",, https://www.personalitycafe.com/members/rudyi61zvm.html,,,Female,[]
Lucy24 the ESFJ,[],,,,,,,[]
brooke.hunnicutt,[],"Love, it never dies, it never goes away, it never fades, so long as you hang onto it. Love can make you immortalSo, a little about me...Well Im nothing special, I havent lived a glamorous life, never had the nicest of things, and Ive been in some hard times. But I'm not complaining in the least bit. My past and all Ive been through has made me the strong person I am today. I am so blessed to have what I have now. I have dreams, small dreams, nothing big and out there. But they are something I know one day will be a reality, as some of them already are. Im proud of the person I am, proud of the things I have, and grateful for the people in my life. I stand up for what I believe in, I dont conform to fit in, and I speak my mind when necessary( and sometimes when it isnt) Im stubborn, have very little patience, hate admitting Im wrong, and I let my feelings get hurt way to easily. But hey Im not perfect and atleast I can admit that. I have an amazing husband, Corey Hunnicutt,  hes the absolute best thing to have ever happened to me. He saved me when I desperately needed it, and gave me a family that I adore and couldnt be more thankful for. I could go on and on about him, but this is About me, not him. lol. I tend to ramble about the things I love. I consider myself an artsy person, I love decorating, drawing, painting, designing, etc. It makes me happy (among other things). Im a nerd, and proud of it. I could sit and play a good RPG or shooter game for hours. I love taking care of people, being able to fix them some food give them a place to stay or just some advice, knowing that I have helped them in some way brings me a sense of contentment, & saying that, if you ever want to chat or vent, Im a good listener. Just shoot me a msg:) But a guess this is all I have to say. All I have to offer is myself and nothing more.","Aliceville, Alabama, United States", https://www.personalitycafe.com/members/brooke-hunnicutt.html,,,,[]
